Johnson & Johnson Medical GmbH	Robert Koch Strasse 1, D 22851 Norderstedt, Germany	QSD5057		DE	英商壯生和壯生(香港)股份有限公司台灣分公司	Y	2015-12-03	
Pendracare International B.V.	Van der Waalspark 22, 9351 VC Leek, The Netherlands	QSD7300	Percutaneous Catheter等2項。	NL	台灣柏朗股份有限公司	Y	2016-03-13	
Davol Surgical Innovation	Gral. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua C.P. 32685 Mexico	QSD7301	Arthroscope	MX	巴德股份有限公司	Y	2016-02-25	
Davol Surgical Innovations	Ave. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua, Mexico	QSD7301	Arthroscope	MX	巴德股份有限公司	Y	2016-02-25	
Davol Surgical Innovation	Gral. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua C.P. 32685 Mexico	QSD7301	Intravascular administration set	MX	巴德股份有限公司	Y	2016-02-25	
Davol Surgical Innovations	Ave. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua, Mexico	QSD7301	Intravascular administration set	MX	巴德股份有限公司	Y	2016-02-25	
Davol Surgical Innovation	Gral. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua C.P. 32685 Mexico	QSD7301	Intravascular catheter securement device等3項。	MX	巴德股份有限公司	Y	2016-02-25	
Davol Surgical Innovations	Ave. Roberto Fierro No. 6408, Parque Industrial Aeropuerto, Ciudad Juarez, Chihuahua, Mexico	QSD7301	Intravascular catheter securement device等3項。	MX	巴德股份有限公司	Y	2016-02-25	
SIGMA Medizin-Technik GmbH	Gewerbepark Am Gründel 2, 09423 Gelenau, Germany	QSD7302	Electroencephalograph	DE	鈺濮實業有限公司	Y	2016-02-23	
SIGMA Medizin-Technik GmbH	Gewerbepark Am Gründel 2, 09423 Gelenau, Germany	QSD7302	Diagnostic electromyography等2項。	DE	鈺濮實業有限公司	Y	2016-02-23	
Advanced Medical Solutions Ltd.	Premier Park, 33 Road One, Winsford Industrial Estate, Winsford, Cheshire, CW7 3RT, United Kingdom	QSD7303	Hydrophilic Wound Dressing	GB	歐強國際有限公司	Y	2016-02-25	
Advanced Medical Solutions Ltd.	Premier Park, 33 Road One, Winsford Industrial Estate, Winsford, Cheshire, CW7 3RT, United Kingdom	QSD7303	Hydrogel Wound Dressing and Burn Dressing等2項。	GB	歐強國際有限公司	Y	2016-02-25	
Medirune Co., Ltd.	3-206, 207 Medical Device Industrial Complex, Taejang-dong, Wonju-si, Gangwon-do, Korea	QSD7304	Period Pain Reliever等乙項。	KR	福島生活科技有限公司	Y	2016-04-03	
DOT GmbH	Charles-Darwin-Ring 1ª D-18059 Rostock Germany	QSD7305	Resorbable calcium salt bone void filler device等乙項。	DE	杉泰國際有限公司	Y	2016-03-08	
Kimberly Clark, Avent S. de R.L. de C. V.	Carretera Internacional Salida Norte 1053 Magdalena, Sonora C.P. 84160, Mexico	QSD7306	Radio Frequency Pain Management System等乙項。	MX	美麗康國際有限公司	Y	2016-02-23	
Nemoto Kyorindo Co., Ltd. Kawaguchi 2nd Plant	2-12-24, Aoki, Kawaguchi-shi, saitama 332-0031 Japan	QSD7307	Angiographic injector等乙項。	JP	老達利貿易股份有限公司	Y	2016-02-25	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Surgical Mesh	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Bone Fixation Cerclage	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Single/Multiple Component Metallic Bone Fixation Appliance and Accessories	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Smooth or Threaded Metallic Bone Fixation Fastener	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Hip Joint Metal/Polymer Semi-Constrained Cemented Prosthesis	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Hip Joint Metal/Ceramic/Polymer Semi-constrained Cemented or Nonporous Uncemented Prosthesis	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Hip Joint Metal/Polymer/Metal Semi-constrained Porous-coated Uncemented Proshesis	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Knee Joint Femorotibial Metal/Polymer Constrained Cemented Prosthesis	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Calipers for Clinical Use	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Depth Gauge for Clinical Use	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Orthopedic Manual Surgical Instrument	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Lisi Medical Orthopaedics	203 Bd de la Grande Delle-BP8 14201 Herouville-Saint Clair Cedex, France	QSD7308	Template for Clinical Use等12項。	FR	美商史賽克(遠東)有限公司台灣分公司	Y	2016-02-27	
Möller Medical GmbH	Wasserkuppenstraβe 29-31 36043 Fulda Germany	QSD7309	Central Nervous System Fluid Shunt and Components	DE	光暘有限公司	Y	2016-04-03	
Möller Medical GmbH	Wasserkuppenstraβe 29-31 36043 Fulda Germany	QSD7309	Suction Lipoplasty System	DE	光暘有限公司	Y	2016-04-03	
Möller Medical GmbH	Wasserkuppenstraβe 29-31 36043 Fulda Germany	QSD7309	Infusion Pump	DE	光暘有限公司	Y	2016-04-03	
Möller Medical GmbH	Wasserkuppenstraβe 29-31 36043 Fulda Germany	QSD7309	Gastroenterology-urology Biopsy Instrument等4項。	DE	光暘有限公司	Y	2016-04-03	
Sparton Medical Systems Colorado, LLC	4300 Godding Hollow Parkway, Frederick, CO 80504-9486, U.S.A.	QSD7310	Electrosurgical Cutting and Coagulation Device and Accessories等乙項。	US	台灣柯惠股份有限公司	Y	2016-03-18	
AngioDynamics, Inc	603 Queensbury Ave Queensbury, NY 12804. U.S.A.	QSD7311	Electrosurgical Cutting and Coagulation Device and Accessories	US	吉富貿易股份有限公司	Y	2016-03-05	
AngioDynamics, Inc	603 Queensbury Ave Queensbury, NY 12804. U.S.A.	QSD7311	Laser Surgical Instrument for Use in General and Plastic Surgery and in Dermatology等2項。	US	吉富貿易股份有限公司	Y	2016-03-05	
Jei Daniel (JD) Biotech Corp	A201, Building 1, No.69 Hua Yang Road, 250100 Jinan, China	QSD7312	Human Chorionic Gonadotropin (HCG) Test System等乙項。	CN	杏恩生物科技股份有限公司	Y	2016-04-11	
Sunny Medical Device (Shenzhen) Co., Ltd.	Suite 401 Dongpingxing Creative SciencePark, Zhongxincheng Longcheng Street, Longgang District 518172, Shenzhen,Guangdong Province, China	QSD7313	Disposable 3D Scalpel Handles等乙項。	CN	威銘儀器有限公司	Y	2016-03-21	
Arthesys	20 rue Traversière, 92230 Genevilliers, France	QSD7314	Percutaneous transluminal coronary angioplasty catheter等乙項。	FR	神葳醫療器材有限公司	Y	2016-03-14	
3Shape TRIOS A/S	Holmens Kanal 7 Copenhagen 1060, Denmark	QSD7315	Optical Impression Systems for CAD/CAM等乙項。	DK	科舉顧問股份有限公司	Y	2016-04-12	
Sysmex Corporation, Kakogawa Factory	314-2 Kitano, Noguchi-Cho, Kakogawa, Hyogo-Ken 675-0011, Japan	QSD7316	Automated Cell Counter	JP	台灣希森美康股份有限公司	Y	2016-03-04	
Sysmex Corporation, Kakogawa Factory	314-2 Kitano, Noguchi-Cho, Kakogawa, Hyogo-Ken 675-0011, Japan	QSD7316	Coagulation Instrument	JP	台灣希森美康股份有限公司	Y	2016-03-04	
Sysmex Corporation, Kakogawa Factory	314-2 Kitano, Noguchi-Cho, Kakogawa, Hyogo-Ken 675-0011, Japan	QSD7316	Automated hematology slide preparation unit	JP	台灣希森美康股份有限公司	Y	2016-03-04	
Sysmex Corporation, Kakogawa Factory	314-2 Kitano, Noguchi-Cho, Kakogawa, Hyogo-Ken 675-0011, Japan	QSD7316	Automated differential cell counter	JP	台灣希森美康股份有限公司	Y	2016-03-04	
Sysmex Corporation, Kakogawa Factory	314-2 Kitano, Noguchi-Cho, Kakogawa, Hyogo-Ken 675-0011, Japan	QSD7316	Multipurpose system for in vitro coagulation studies等5項。	JP	台灣希森美康股份有限公司	Y	2016-03-04	
Abbott Vascular Costa Rica	52 Calle 3, B31, Coyol Free Zone, EI Coyol, Alajuela, Costa Rica	QSD7317	Percutaneous transluminal coronary angioplasty catheter	CR	美商亞培股份有限公司台灣分公司	Y	2016-03-01	
Abbott Vascular Costa Rica	52 Calle 3, B31, Coyol Free Zone, EI Coyol, Alajuela, Costa Rica	QSD7317	Percutaneous catheter等2項。	CR	美商亞培股份有限公司台灣分公司	Y	2016-03-01	
Biosensors International Pte. Ltd.	21 Kallang Avenue, #07-165/171 Singapore 339412, Singapore	QSD7318	Cardiovasculsr stent等乙項。	SG	德俐行企業有限公司	Y	2016-04-08	
Borer Chemie AG	Gewerbestrasse 13, CH-4528 Zuchwil, Switzerland	QSD7319	Liquid chamical sterilants/high level disinfectants	CH	通陽國際事業股份有限公司	Y	2016-08-14	
Borer Chemie AG	Gewerbestrasse 13, CH-4528 Zuchwil, Switzerland	QSD7319	General purpose disinfectants等2項。	CH	通陽國際事業股份有限公司	Y	2016-08-14	
GETEMED Medizin-und Informationstechnik AG	Oderstr. 77 D-14513 Teltow, Germany	QSD7320	Medical Magnetic Tape Recorder等乙項。	DE	奇異亞洲醫療設備股份有限公司	Y	2016-03-20	
Jiangsu Jaysun Glove Co., Ltd.	No.199 Jianling Rd. Economic Developing-Area, Suqian City, Jiangsu Province, China	QSD7321	Patient examination glove(Non-Sterile)等乙項。	CN	大發醫療器材有限公司	Y	2016-03-14	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Percutaneous catheter	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Intracardiac patch or pledget made of polypropylene,polyethylene terephthalate, or polytetrafluoroethylene	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Surgical mesh	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Implantable clip	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Implantable staple	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Manual surgical instrument for general use	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Gastrointestinal tube and accessories	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Gastroenterology-urology biopsy instrument	PR	巴德股份有限公司	Y	2016-04-01	
Bard Shannon Ltd.	San Geronimo Industrial Park Lot #1, Road #3, Km 79.7, Humacao 00791, Puerto Rico	QSD7322	Percutaneous, implanted, long-term intravascular catheter等9項。	PR	巴德股份有限公司	Y	2016-04-01	
Advanced Medical Solutions Ltd.	Premier Park, 33 Road One, Winsford Industrial Estate, Winsford, Cheshire, CW7 3RT, United Kingdom	QSD7323	Hydrophilic Wound Dressing等乙項。	GB	台灣明尼蘇達礦業製造股份有限公司	Y	2016-03-05	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Urinary Bilirubin and its Conjugates (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Creatinine Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Urinary Glucose (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Ketones (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Nitrite (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Urinary pH (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Urinary Protein or Albumin (nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Urinary Urobilinogen (Nonquantitative) Test System	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Colorimeter, Photometer, or Spectrophotometer for Clinical Use	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Refractometer for Clinical Use	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Multiple Urinary Test Strip	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Occult Blood Test	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Glycosylated Hemoglobin Assay	US	西門子股份有限公司	Y	2016-03-18	
Siemens Healthcare Diagnostics Inc.	430S. Beiger Street, Mishawaka, IN 46544, U.S.A.	QSD7324	Leukocyte Peroxidase Test等14項。	US	西門子股份有限公司	Y	2016-03-18	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Urological catheter and accessories	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Tracheal tube	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Tracheostomy tube and tube cuff	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Nasopharyngeal airway	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Oropharyngeal airway	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Tracheal tube stylet	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Bronchial tube	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Tracheal tube fixation device	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Oxygen mask	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Gas pressure gauge	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Airway connector	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Urine collector and accessories	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Ureteral dilator	DE	赫華股份有限公司	Y	2016-03-07	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Patient lubricant等14項。	DE	赫華股份有限公司	Y	2016-03-07	
Ivy Biomedical Systems, Inc.	11 Business Park Drive, Branford, Connecticut, 06405, U.S.A.	QSD7326	Cardiac monitor (including cardiotachometer and rate alarm)等乙項。	US	奇異亞洲醫療設備股份有限公司	Y	2016-03-18	
PURGO	D-308, Bundang Technopark, 151 Yatap-Bundang-gu, Seongnam-si, Gyeonggi-do, Korea 463-760	QSD7327	Bong grafting material等乙項。	KR	理工科技工程顧問有限公司	Y	2016-03-11	
PURGO	D-308, Bundang Technopark, 151 Yatap-Bundang-gu, Seongnam-si, Gyeonggi-do, Korea 463-760	QSD7327	Bong grafting material等乙項。	KR	理工科技工程顧問有限公司	Y	2017-07-09	
Tianjin Huahong Technology Co., Ltd.	Air Port Industrial Park No.1 Plant, Building C, Jing Er Road No.225 Airport Economic Area 300308 Tianjin, China	QSD7328	Blood Lancet等乙項。	CN	台灣尼普洛醫療器材股份有限公司	Y	2016-04-12	
Poskom Co., Ltd. Ilsan-Factory	#401,404-406,415,Unitech Ville Venture Town,1141-2, Baekseok-dong Ilsandong-gu, Goyang-si, Gyeonggi-do,410-722 Korea	QSD7329	Diagnostic x-ray high voltage generator等乙項。	KR	力巨有限公司	Y	2016-04-17	
Xoft, a subsidiary of iCAD	101 Nicholson Lane San Jose California 95134 U.S.A.	QSD7330	X-ray radiation therapy system等乙項。	US	美德醫療器材股份有限公司	Y	2016-03-28	
Maxillent Ltd.	85 Medinat hayehudin St. 46140 Herzliya Pituach, Israel	QSD7331	Endosseous implant	IL	翰強生物科技有限公司	Y	2016-03-11	
Maxillent Ltd.	85 Medinat hayehudin St. 46140 Herzliya Pituach, Israel	QSD7331	Endosseous dental implant abutment等2項。	IL	翰強生物科技有限公司	Y	2016-03-11	
Yoshioka Co., Ltd. Komagane Factory	2934-577, Shimodaira, Komagane City, Nagano, 399-4010, Japan	QSD7332	Endosseous implant	JP	吉岡股份有限公司	Y	2016-03-11	
Yoshioka Co., Ltd. Komagane Factory	2934-577, Shimodaira, Komagane City, Nagano, 399-4010, Japan	QSD7332	Endosseous dental implant abutment	JP	吉岡股份有限公司	Y	2016-03-11	
Yoshioka Co., Ltd. Komagane Factory	2934-577, Shimodaira, Komagane City, Nagano, 399-4010, Japan	QSD7332	Endosseous dental implant accessories(Non-Sterile)等3項。	JP	吉岡股份有限公司	Y	2016-03-11	
Istituto Ganassini Spa Di Ricerche Biochimiche	IT-20139 MILANO(MI)-VIA GAGGIA 16, Italy	QSD7333	neoVIDERM Skin Emulsion等乙項。	IT	鵬瑋國際有限公司	Y	2016-03-07	
Renew Biocare Corporation	1001 Bayhill Drive 2nd Floor, San Bruno, CA 94066, U.S.A.	QSD7334	Endosseous Implant	US	新牙科技股份有限公司	Y	2016-04-25	
Renew Biocare Corporation	1001 Bayhill Drive 2nd Floor, San Bruno, CA 94066, U.S.A.	QSD7334	Endosseous Dental Implant Abutment	US	新牙科技股份有限公司	Y	2016-04-25	
Renew Biocare Corporation	1001 Bayhill Drive 2nd Floor, San Bruno, CA 94066, U.S.A.	QSD7334	Bone Cutting Instrument and Accessories等3項。	US	新牙科技股份有限公司	Y	2016-04-25	
Allied Healthcare Products, Inc.	1720 Sublette Ave., Saint Louis, MO 63110, U.S.A.	QSD7335	Pressure Regulator(Non-Sterile)	US	德業聚股份有限公司	Y	2016-03-08	
